transaction_type,customer_id,customer_id_2,amount,timestamp
TransactSavings,100,,161.60704519889964,1760206113.6917171
WriteCheck,71,,121.27066267434986,1760206113.6917179
DepositChecking,43,,360.41463926149635,1760206113.6917188
Balance,7,,0.0,1760206113.69172
TransactSavings,149,,-437.4145381240733,1760206113.691721
TransactSavings,640,,760.3060527323246,1760206113.691722
SendPayment,58,304,450.14857905330064,1760206113.691724
Balance,73,,0.0,1760206113.691725
Balance,85,,0.0,1760206113.691725
TransactSavings,73,,-359.0324590807058,1760206113.6917272
Amalgamate,446,283,0.0,1760206113.6917279
Amalgamate,7,295,0.0,1760206113.6917288
Balance,42,,0.0,1760206113.69173
DepositChecking,95,,208.23774958230717,1760206113.691731
Balance,83,,0.0,1760206113.691732
WriteCheck,73,,97.74788123151889,1760206113.691733
Balance,23,,0.0,1760206113.691734
SendPayment,68,533,216.80429179227147,1760206113.691735
TransactSavings,35,,-291.3325952256419,1760206113.691736
SendPayment,27,717,139.40437996565103,1760206113.6917372
Balance,53,,0.0,1760206113.6917381
SendPayment,36,198,150.32338451054898,1760206113.6917398
Balance,36,,0.0,1760206113.691741
Balance,99,,0.0,1760206113.691741
SendPayment,93,187,26.74131687724311,1760206113.691743
SendPayment,84,731,65.17769882216639,1760206113.691744
Amalgamate,8,806,0.0,1760206113.691746
WriteCheck,17,,35.73740492871951,1760206113.6917472
DepositChecking,35,,425.2494304452847,1760206113.6917481
DepositChecking,103,,280.8973155267063,1760206113.691749
WriteCheck,403,,150.84114310596175,1760206113.6917498
SendPayment,3,111,239.67830046553172,1760206113.691751
Amalgamate,71,836,0.0,1760206113.691752
SendPayment,5,9,170.04963149813068,1760206113.691754
WriteCheck,65,,88.71736842669672,1760206113.691755
Amalgamate,27,636,0.0,1760206113.691756
Balance,88,,0.0,1760206113.691757
WriteCheck,63,,143.53145360021534,1760206113.6917582
Balance,74,,0.0,1760206113.691759
WriteCheck,710,,78.27311920665848,1760206113.69176
TransactSavings,24,,784.428960837342,1760206113.6917608
TransactSavings,26,,62.6229093960161,1760206113.691762
SendPayment,89,546,32.6698070012623,1760206113.6917639
DepositChecking,46,,472.47332072651363,1760206113.691765
SendPayment,94,500,422.62759155184,1760206113.691766
Balance,36,,0.0,1760206113.691767
Balance,68,,0.0,1760206113.691767
DepositChecking,63,,404.9012382273613,1760206113.6917682
Balance,58,,0.0,1760206113.6917691
TransactSavings,12,,989.6139123168721,1760206113.69177
TransactSavings,47,,537.4878310123522,1760206113.6917708
SendPayment,2,877,180.87386703180846,1760206113.691773
SendPayment,50,534,207.466062382085,1760206113.691774
WriteCheck,73,,135.47576363725491,1760206113.691775
DepositChecking,58,,613.5555021924745,1760206113.691776
DepositChecking,67,,536.1459253208512,1760206113.691777
TransactSavings,35,,814.4898013163624,1760206113.691778
TransactSavings,88,,268.0983042793108,1760206113.6917791
SendPayment,96,692,372.3463501030032,1760206113.691781
WriteCheck,81,,42.13984661416039,1760206113.691782
WriteCheck,57,,173.50654488942502,1760206113.691783
SendPayment,91,785,399.5881983271112,1760206113.691784
TransactSavings,749,,899.3861610872088,1760206113.691786
WriteCheck,3,,41.852871919871134,1760206113.691787
WriteCheck,29,,176.24169775420776,1760206113.691788
TransactSavings,77,,79.22095985643625,1760206113.6917892
TransactSavings,10,,98.61978284834834,1760206113.69179
SendPayment,49,327,232.23496321772396,1760206113.691791
Balance,96,,0.0,1760206113.6917918
Balance,65,,0.0,1760206113.691793
SendPayment,44,796,148.87590251347044,1760206113.691794
DepositChecking,44,,734.6420142567567,1760206113.6917949
TransactSavings,19,,158.46697103486554,1760206113.691796
Amalgamate,712,981,0.0,1760206113.691798
SendPayment,35,670,72.98024124293065,1760206113.691799
Balance,75,,0.0,1760206113.6918
Balance,3,,0.0,1760206113.691801
SendPayment,66,980,222.56911089234623,1760206113.691802
WriteCheck,461,,154.7877473133557,1760206113.691803
SendPayment,79,90,419.6341651598583,1760206113.691805
TransactSavings,193,,-185.0998935557708,1760206113.6918058
Balance,69,,0.0,1760206113.691807
DepositChecking,51,,847.8644584257834,1760206113.691808
Amalgamate,239,66,0.0,1760206113.691809
DepositChecking,99,,603.8867032982761,1760206113.6918101
SendPayment,61,350,253.76301887488964,1760206113.691811
TransactSavings,555,,434.5841126271047,1760206113.691812
DepositChecking,100,,941.6907641827733,1760206113.6918132
TransactSavings,539,,481.2041852454795,1760206113.691815
SendPayment,81,369,109.47965030232005,1760206113.6918159
SendPayment,46,426,87.15000984653169,1760206113.691817
Balance,18,,0.0,1760206113.691818
DepositChecking,45,,230.37349231960306,1760206113.691819
SendPayment,87,253,468.724322376531,1760206113.6918201
WriteCheck,43,,166.71215285863133,1760206113.691822
DepositChecking,30,,273.22048136775317,1760206113.691822
TransactSavings,25,,-24.59436400597076,1760206113.691823
SendPayment,21,939,322.9658952114643,1760206113.691825
WriteCheck,62,,77.32550511467933,1760206113.6918259
Balance,95,,0.0,1760206113.691827
Balance,31,,0.0,1760206113.691828
DepositChecking,76,,719.1341715815962,1760206113.691829
DepositChecking,27,,498.54485471011833,1760206113.69183
Balance,4,,0.0,1760206113.69183
DepositChecking,78,,736.2527415406477,1760206113.691831
SendPayment,54,939,375.3994539793698,1760206113.691833
SendPayment,14,410,333.25004901159934,1760206113.6918342
Amalgamate,66,646,0.0,1760206113.691835
Amalgamate,9,2,0.0,1760206113.6918359
SendPayment,8,75,146.72150490010662,1760206113.691838
DepositChecking,23,,398.504271532224,1760206113.691839
DepositChecking,9,,951.6203200549415,1760206113.6918411
SendPayment,99,401,495.2000393224995,1760206113.691842
Balance,90,,0.0,1760206113.691843
SendPayment,36,345,275.25323245825604,1760206113.691844
WriteCheck,677,,114.72981661702542,1760206113.691846
WriteCheck,129,,156.73671512499078,1760206113.6918468
WriteCheck,41,,111.15856618828316,1760206113.691848
Balance,1,,0.0,1760206113.691849
WriteCheck,40,,32.10727406843216,1760206113.69185
DepositChecking,14,,499.2147085501994,1760206113.691851
TransactSavings,22,,-348.94908460978104,1760206113.691852
WriteCheck,56,,86.45423149536485,1760206113.691853
SendPayment,92,955,248.2604684635579,1760206113.691854
WriteCheck,43,,164.59362835872398,1760206113.6918552
TransactSavings,97,,-38.94538522507548,1760206113.691856
WriteCheck,17,,61.818867441885764,1760206113.6918578
SendPayment,1,442,436.26134434883704,1760206113.691859
Amalgamate,62,674,0.0,1760206113.69186
WriteCheck,39,,160.50843188873574,1760206113.691861
SendPayment,66,849,306.3819525932139,1760206113.691862
WriteCheck,95,,54.8361257466974,1760206113.691864
SendPayment,78,647,232.7247311896506,1760206113.6918652
DepositChecking,69,,630.1207358187776,1760206113.6918669
WriteCheck,29,,44.58575667117279,1760206113.6918678
TransactSavings,4,,-405.4798908929692,1760206113.691869
WriteCheck,13,,110.86659235957544,1760206113.69187
TransactSavings,77,,929.4405479810405,1760206113.691871
TransactSavings,40,,613.7913704343273,1760206113.691872
DepositChecking,33,,521.1632148315272,1760206113.691873
Balance,635,,0.0,1760206113.691874
Balance,70,,0.0,1760206113.691875
Amalgamate,96,8,0.0,1760206113.6918762
SendPayment,86,926,368.77362554108237,1760206113.6918771
DepositChecking,51,,173.3539778799269,1760206113.6918778
SendPayment,40,873,455.1758416923678,1760206113.6918788
SendPayment,939,647,115.98823515862759,1760206113.691881
SendPayment,88,897,442.8645381494891,1760206113.691882
SendPayment,70,898,69.01355073748398,1760206113.691883
DepositChecking,41,,255.30534945691716,1760206113.691884
WriteCheck,60,,64.21306000254134,1760206113.6918862
DepositChecking,228,,946.991381163049,1760206113.6918871
WriteCheck,45,,29.951372748388092,1760206113.691888
SendPayment,46,84,151.59821246401083,1760206113.6918888
DepositChecking,247,,178.63647921505665,1760206113.69189
DepositChecking,37,,411.6951219607187,1760206113.691891
SendPayment,62,127,275.7696612346237,1760206113.691892
TransactSavings,100,,247.34629544100528,1760206113.691893
WriteCheck,61,,40.343198022270826,1760206113.691894
TransactSavings,51,,718.800185604437,1760206113.691896
Balance,54,,0.0,1760206113.6918972
DepositChecking,673,,709.301186511591,1760206113.691898
SendPayment,442,746,326.0756504578998,1760206113.6918988
TransactSavings,28,,-24.52472470543529,1760206113.6919
TransactSavings,44,,743.6687262065893,1760206113.691901
SendPayment,84,894,360.784020313766,1760206113.691905
SendPayment,7,744,477.30860674436985,1760206113.691906
TransactSavings,89,,36.540376798914735,1760206113.6919072
DepositChecking,8,,298.6118598503818,1760206113.6919081
SendPayment,54,373,23.29410746679759,1760206113.691909
DepositChecking,43,,950.464835841253,1760206113.6919098
TransactSavings,69,,481.49923807782045,1760206113.691911
SendPayment,21,468,278.54366502207137,1760206113.691913
Balance,54,,0.0,1760206113.691914
Amalgamate,23,849,0.0,1760206113.691915
TransactSavings,90,,151.6853167297254,1760206113.691916
TransactSavings,95,,-379.74735714997126,1760206113.691917
SendPayment,78,762,270.0904905556346,1760206113.6919181
Balance,20,,0.0,1760206113.691919
DepositChecking,276,,490.60209828765176,1760206113.6919198
Amalgamate,37,100,0.0,1760206113.691921
SendPayment,70,731,126.66689709441286,1760206113.691922
DepositChecking,374,,220.46687917210855,1760206113.691923
SendPayment,1,132,291.0131181774588,1760206113.691925
WriteCheck,79,,174.8711311130224,1760206113.691926
DepositChecking,6,,565.399477320183,1760206113.691927
SendPayment,19,36,492.34477333053206,1760206113.6919281
TransactSavings,87,,278.45156536037996,1760206113.691929
TransactSavings,83,,-3.8388997589705127,1760206113.69193
Balance,62,,0.0,1760206113.6919308
TransactSavings,33,,409.73286152326614,1760206113.691932
TransactSavings,40,,942.109663843856,1760206113.691933
DepositChecking,77,,891.2690899054871,1760206113.691935
SendPayment,133,610,103.7681964780238,1760206113.691937
SendPayment,29,571,166.81731627444526,1760206113.6919382
SendPayment,78,276,423.23658591772926,1760206113.691939
DepositChecking,37,,757.493849976485,1760206113.69194
TransactSavings,8,,256.5806404092996,1760206113.691942
TransactSavings,93,,22.639061075149243,1760206113.691943
DepositChecking,16,,21.062033381593526,1760206113.691944
Balance,71,,0.0,1760206113.691944
Amalgamate,17,353,0.0,1760206113.691946
Balance,91,,0.0,1760206113.691947
SendPayment,219,13,487.4742226524324,1760206113.691948
WriteCheck,50,,167.04734577864284,1760206113.6919491
Amalgamate,323,651,0.0,1760206113.69195
DepositChecking,295,,546.6597919123633,1760206113.691951
TransactSavings,34,,578.9461162922173,1760206113.6919522
TransactSavings,19,,312.08873885560547,1760206113.691954
Amalgamate,129,383,0.0,1760206113.6919549
TransactSavings,65,,874.5132514011777,1760206113.691956
SendPayment,47,841,304.53556055115865,1760206113.691957
TransactSavings,92,,-428.0345590027591,1760206113.691958
Amalgamate,210,360,0.0,1760206113.6919591
SendPayment,45,927,311.60463171801786,1760206113.69196
SendPayment,21,466,186.7258344725629,1760206113.691962
WriteCheck,16,,119.11944951068476,1760206113.691963
Balance,203,,0.0,1760206113.691964
SendPayment,69,408,248.30616444301307,1760206113.6919649
SendPayment,82,781,251.23400489346346,1760206113.691966
DepositChecking,24,,928.2731673245942,1760206113.691967
SendPayment,57,522,374.53513399657226,1760206113.691969
TransactSavings,28,,-61.31616533605728,1760206113.69197
WriteCheck,27,,12.306247052479097,1760206113.691971
DepositChecking,33,,479.53090319743563,1760206113.691972
Balance,468,,0.0,1760206113.6919732
Balance,391,,0.0,1760206113.691974
SendPayment,98,904,137.57678614184255,1760206113.6919749
SendPayment,685,921,439.1584643772016,1760206113.691977
WriteCheck,81,,45.21250768218986,1760206113.691978
Balance,2,,0.0,1760206113.691979
WriteCheck,364,,186.50846151952078,1760206113.6919801
WriteCheck,61,,12.643240601746747,1760206113.691981
TransactSavings,80,,-71.23005924380163,1760206113.691982
DepositChecking,54,,359.1609902437544,1760206113.6919832
TransactSavings,30,,28.03453645333002,1760206113.691984
WriteCheck,63,,106.17876274613165,1760206113.691985
DepositChecking,30,,813.0180527705637,1760206113.6919858
WriteCheck,86,,173.6054631041029,1760206113.691987
Amalgamate,79,579,0.0,1760206113.691988
SendPayment,92,899,313.03548673589194,1760206113.69199
TransactSavings,60,,693.0980699564702,1760206113.691991
DepositChecking,813,,615.8218616743794,1760206113.691992
Balance,80,,0.0,1760206113.691993
SendPayment,8,108,294.841572989423,1760206113.6919942
Amalgamate,59,403,0.0,1760206113.691995
Amalgamate,48,470,0.0,1760206113.6919968
Amalgamate,22,869,0.0,1760206113.691998
SendPayment,84,987,349.3229744462917,1760206113.691999
WriteCheck,90,,60.764538511827446,1760206113.692001
SendPayment,16,665,499.4645550285627,1760206113.692002
DepositChecking,712,,705.7974308575369,1760206113.692003
WriteCheck,184,,64.11213500072097,1760206113.6920042
TransactSavings,46,,337.1367292474106,1760206113.6920052
Balance,42,,0.0,1760206113.6920059
WriteCheck,11,,90.37382151736715,1760206113.6920068
TransactSavings,33,,518.4781414273576,1760206113.692009
DepositChecking,12,,879.6816287754103,1760206113.69201
DepositChecking,75,,631.8546404198275,1760206113.692011
Balance,74,,0.0,1760206113.692012
DepositChecking,25,,193.04502267559675,1760206113.692013
Balance,59,,0.0,1760206113.692014
DepositChecking,27,,91.94715551252669,1760206113.6920152
SendPayment,23,66,152.42751376396058,1760206113.6920161
SendPayment,73,336,197.57159669643278,1760206113.6920168
SendPayment,2,864,95.41650306479863,1760206113.692019
SendPayment,88,855,466.2001519949673,1760206113.69202
WriteCheck,8,,68.55294444423376,1760206113.692021
DepositChecking,85,,241.24417742889008,1760206113.692022
WriteCheck,41,,164.23355805429645,1760206113.692023
DepositChecking,50,,990.4918976995724,1760206113.692024
TransactSavings,54,,-263.3829363833464,1760206113.6920252
Amalgamate,36,292,0.0,1760206113.6920261
Balance,29,,0.0,1760206113.6920269
WriteCheck,457,,17.61438202187842,1760206113.6920278
SendPayment,29,233,180.00791473892338,1760206113.69203
Balance,66,,0.0,1760206113.69203
TransactSavings,11,,-366.9610009916968,1760206113.692031
WriteCheck,93,,186.46697486639357,1760206113.692033
WriteCheck,81,,13.567547247280308,1760206113.692034
DepositChecking,100,,846.2397479842464,1760206113.692035
Balance,94,,0.0,1760206113.692035
DepositChecking,35,,527.8649170965623,1760206113.6920362
TransactSavings,99,,961.5332068721875,1760206113.692037
SendPayment,27,685,288.5893220169317,1760206113.692039
Balance,36,,0.0,1760206113.69204
SendPayment,84,164,74.34214448960516,1760206113.692041
TransactSavings,41,,-313.60502387429847,1760206113.692043
Balance,319,,0.0,1760206113.692043
WriteCheck,589,,127.9412489095095,1760206113.692045
DepositChecking,74,,13.466329140133464,1760206113.6920462
SendPayment,72,732,461.6496091238865,1760206113.692047
SendPayment,100,902,233.96194393741075,1760206113.6920478
Amalgamate,63,24,0.0,1760206113.6920488
DepositChecking,84,,36.70921106842552,1760206113.69205
DepositChecking,71,,360.47976714128464,1760206113.692051
DepositChecking,42,,565.0535985634488,1760206113.692052
SendPayment,11,425,379.48756327055486,1760206113.692053
WriteCheck,789,,131.7083081901735,1760206113.692055
Amalgamate,88,856,0.0,1760206113.6920562
SendPayment,10,170,115.08825314500366,1760206113.6920571
SendPayment,407,13,90.76790395023848,1760206113.6920588
SendPayment,100,114,195.58029067972757,1760206113.69206
WriteCheck,87,,128.4265017304606,1760206113.692061
TransactSavings,19,,80.64616371663408,1760206113.692062
TransactSavings,98,,225.96768380003084,1760206113.692063
WriteCheck,38,,107.67438514749834,1760206113.692064
WriteCheck,7,,121.79528050712267,1760206113.692066
TransactSavings,97,,682.6046706789382,1760206113.6920671
Balance,52,,0.0,1760206113.6920671
DepositChecking,1,,465.31528403052187,1760206113.692068
Amalgamate,63,396,0.0,1760206113.692069
Balance,42,,0.0,1760206113.6920698
DepositChecking,5,,403.3499613570039,1760206113.692071
TransactSavings,22,,952.8557236270324,1760206113.692072
TransactSavings,74,,922.0694220144596,1760206113.6920729
TransactSavings,84,,474.50673074993813,1760206113.692074
TransactSavings,21,,306.4309444914037,1760206113.692075
DepositChecking,71,,950.2044615740563,1760206113.692076
DepositChecking,51,,333.3088241587499,1760206113.6920772
WriteCheck,19,,151.55016314132374,1760206113.692079
DepositChecking,100,,846.3417556105543,1760206113.692079
Balance,5,,0.0,1760206113.69208
Balance,50,,0.0,1760206113.692081
DepositChecking,96,,794.8313220430713,1760206113.692082
WriteCheck,42,,109.3479086966161,1760206113.692083
Balance,31,,0.0,1760206113.692084
Balance,18,,0.0,1760206113.692085
Balance,97,,0.0,1760206113.692085
SendPayment,43,505,438.0011410692492,1760206113.692087
TransactSavings,96,,253.6138235938855,1760206113.6920881
Balance,141,,0.0,1760206113.692089
Balance,27,,0.0,1760206113.69209
SendPayment,42,429,177.79579680321572,1760206113.692091
Balance,75,,0.0,1760206113.692092
Balance,43,,0.0,1760206113.692093
DepositChecking,34,,300.46375081733953,1760206113.6920938
SendPayment,43,895,387.5489051148316,1760206113.692095
SendPayment,57,377,189.4298264262097,1760206113.692097
TransactSavings,31,,790.1978712623661,1760206113.6920981
Balance,17,,0.0,1760206113.692099
SendPayment,45,339,466.2397538688287,1760206113.6921
SendPayment,65,824,76.43879403360238,1760206113.692101
TransactSavings,23,,927.9332795419948,1760206113.692103
TransactSavings,99,,-38.58556406045062,1760206113.6921039
Balance,72,,0.0,1760206113.6921039
WriteCheck,64,,50.53527744874024,1760206113.692105
Balance,62,,0.0,1760206113.692106
DepositChecking,99,,65.44236995344085,1760206113.692107
DepositChecking,81,,876.8212939147138,1760206113.692108
WriteCheck,35,,95.29826572243263,1760206113.69211
Balance,3,,0.0,1760206113.69211
SendPayment,62,526,154.64306070776354,1760206113.692112
Balance,3,,0.0,1760206113.692112
WriteCheck,37,,79.04612460127736,1760206113.6921139
SendPayment,456,19,475.9284072307992,1760206113.6921148
TransactSavings,444,,258.2934506985191,1760206113.692116
TransactSavings,74,,-157.45013324613404,1760206113.692117
WriteCheck,771,,178.81440790355924,1760206113.692118
WriteCheck,85,,176.81484170709763,1760206113.6921191
SendPayment,30,280,451.7945008964343,1760206113.692121
SendPayment,47,920,302.234905342448,1760206113.6921222
SendPayment,51,912,359.69296106186863,1760206113.692123
SendPayment,100,128,490.67196527841475,1760206113.6921248
SendPayment,61,531,247.38227503218528,1760206113.692126
TransactSavings,691,,-181.154200958123,1760206113.692127
TransactSavings,13,,991.1386332391949,1760206113.692128
Balance,39,,0.0,1760206113.6921291
DepositChecking,794,,857.1292272752041,1760206113.69213
SendPayment,463,861,194.10060523396788,1760206113.692131
WriteCheck,47,,123.91539600305981,1760206113.6921332
SendPayment,57,377,224.95613229186884,1760206113.692134
DepositChecking,52,,73.56635416207965,1760206113.6921349
TransactSavings,65,,66.01562209026031,1760206113.692136
WriteCheck,100,,66.44607391565464,1760206113.692137
Amalgamate,61,4,0.0,1760206113.692138
SendPayment,10,698,302.49558781085045,1760206113.692139
TransactSavings,634,,-109.31707860227095,1760206113.69214
Amalgamate,61,48,0.0,1760206113.692141
SendPayment,92,20,479.82180209668434,1760206113.6921432
SendPayment,97,549,364.21189871619777,1760206113.6921442
WriteCheck,9,,39.114565726639526,1760206113.6921449
Amalgamate,64,346,0.0,1760206113.6921458
Balance,49,,0.0,1760206113.692147
SendPayment,83,108,460.2889037029365,1760206113.692149
DepositChecking,402,,323.26827988441704,1760206113.69215
TransactSavings,77,,154.81931816978715,1760206113.692151
Amalgamate,46,270,0.0,1760206113.692152
Balance,70,,0.0,1760206113.692153
WriteCheck,84,,161.32963815448872,1760206113.6921542
DepositChecking,75,,906.3926211418702,1760206113.692155
TransactSavings,81,,508.5123828759878,1760206113.6921558
Amalgamate,4,786,0.0,1760206113.692157
TransactSavings,83,,173.50055336168543,1760206113.692158
SendPayment,552,604,371.63946882605705,1760206113.692159
Balance,46,,0.0,1760206113.69216
Balance,558,,0.0,1760206113.692161
TransactSavings,58,,178.0089657003166,1760206113.692162
SendPayment,20,792,17.32182218227116,1760206113.692163
WriteCheck,74,,55.13889646671728,1760206113.6921651
SendPayment,86,448,496.713257266833,1760206113.6921659
SendPayment,52,736,358.2170231476768,1760206113.692168
TransactSavings,149,,-309.41667201484137,1760206113.69217
TransactSavings,41,,95.69272987512011,1760206113.692171
TransactSavings,39,,596.7861779254856,1760206113.692172
SendPayment,30,911,119.02047352367968,1760206113.692173
WriteCheck,72,,87.24785990175155,1760206113.6921742
TransactSavings,47,,322.95909627572246,1760206113.6921751
Balance,9,,0.0,1760206113.6921759
SendPayment,29,454,192.89229701050115,1760206113.6921768
WriteCheck,46,,81.25512364625216,1760206113.692178
TransactSavings,68,,238.20569221230596,1760206113.692179
SendPayment,69,11,364.3794501316926,1760206113.692181
SendPayment,959,456,183.2660973636084,1760206113.692182
Balance,742,,0.0,1760206113.692183
Amalgamate,133,916,0.0,1760206113.692184
Balance,37,,0.0,1760206113.6921852
TransactSavings,70,,253.71948963933312,1760206113.692186
DepositChecking,404,,572.9122770578384,1760206113.6921868
Balance,4,,0.0,1760206113.6921878
DepositChecking,67,,587.0861732433588,1760206113.692189
DepositChecking,31,,969.4711622613486,1760206113.69219
DepositChecking,70,,18.585582952396013,1760206113.692191
Balance,627,,0.0,1760206113.692192
Balance,7,,0.0,1760206113.692192
Balance,19,,0.0,1760206113.692193
WriteCheck,9,,142.79191868343062,1760206113.6921952
SendPayment,81,199,13.232186296234014,1760206113.6921961
Balance,1,,0.0,1760206113.692197
SendPayment,19,992,162.21987366045104,1760206113.6921978
DepositChecking,20,,481.2132379525345,1760206113.692199
DepositChecking,633,,983.0171405893275,1760206113.6922
TransactSavings,96,,579.7569276067879,1760206113.692201
Amalgamate,71,401,0.0,1760206113.692203
SendPayment,34,814,228.80123455950846,1760206113.692205
SendPayment,486,463,99.7396777078115,1760206113.6922061
WriteCheck,42,,38.85756401050393,1760206113.692208
Balance,67,,0.0,1760206113.692208
SendPayment,54,383,128.30460456890836,1760206113.69221
Balance,59,,0.0,1760206113.692211
Balance,19,,0.0,1760206113.692211
TransactSavings,5,,-446.1435881684043,1760206113.692213
Balance,22,,0.0,1760206113.692213
SendPayment,100,469,341.743946246835,1760206113.692215
WriteCheck,172,,188.09555356389225,1760206113.6922162
Amalgamate,4,112,0.0,1760206113.692217
DepositChecking,984,,497.7573756064746,1760206113.692218
DepositChecking,65,,301.4112362052981,1760206113.6922188
DepositChecking,16,,676.7737582520209,1760206113.69222
TransactSavings,72,,-22.6529348394331,1760206113.692221
DepositChecking,99,,543.9491007815105,1760206113.6922219
DepositChecking,73,,194.0360812271617,1760206113.692223
Balance,100,,0.0,1760206113.692224
SendPayment,95,84,61.82254351351274,1760206113.692225
Balance,58,,0.0,1760206113.692226
DepositChecking,61,,349.24876106586856,1760206113.6922271
TransactSavings,76,,846.6086839571976,1760206113.692228
SendPayment,60,576,206.408763450314,1760206113.692229
WriteCheck,32,,120.45160946059119,1760206113.69223
DepositChecking,68,,695.365095194042,1760206113.692231
DepositChecking,22,,273.52226712670443,1760206113.692232
Balance,82,,0.0,1760206113.6922328
SendPayment,89,302,480.09435893015785,1760206113.692234
DepositChecking,13,,880.0089223402837,1760206113.692235
TransactSavings,97,,566.8567866858809,1760206113.692236
Balance,2,,0.0,1760206113.6922371
SendPayment,406,525,282.34857801465625,1760206113.692238
SendPayment,54,987,331.24162457368,1760206113.6922398
Balance,9,,0.0,1760206113.692241
WriteCheck,55,,102.69021828635697,1760206113.692242
SendPayment,59,60,456.1029037493684,1760206113.6922429
WriteCheck,53,,146.89431305506562,1760206113.692244
Balance,13,,0.0,1760206113.692245
DepositChecking,703,,807.3622657183242,1760206113.692246
Balance,389,,0.0,1760206113.6922472
Amalgamate,58,53,0.0,1760206113.692248
WriteCheck,6,,89.23547188377029,1760206113.692249
Balance,94,,0.0,1760206113.69225
SendPayment,83,662,188.88413861579744,1760206113.692251
Amalgamate,43,682,0.0,1760206113.6922529
SendPayment,76,125,247.9091346027605,1760206113.692254
WriteCheck,58,,131.01598484273592,1760206113.692255
Amalgamate,61,651,0.0,1760206113.692256
WriteCheck,15,,111.59955687047056,1760206113.692257
DepositChecking,62,,231.509729115411,1760206113.6922581
Balance,62,,0.0,1760206113.692259
Balance,17,,0.0,1760206113.69226
DepositChecking,35,,635.5000160174626,1760206113.6922612
Balance,88,,0.0,1760206113.692262
Balance,23,,0.0,1760206113.692262
DepositChecking,72,,924.7561087120853,1760206113.692263
WriteCheck,2,,47.969933373848875,1760206113.6922638
DepositChecking,34,,953.2521963872481,1760206113.692265
WriteCheck,74,,163.58014890717067,1760206113.692266
