sender,receiver,amount
client_BANK,client_67,496.33318977358175
client_96,client_506,45.05687097380343
client_BANK,client_42,29.536858273087915
client_54,client_830,360.97292264780214
client_22,client_BANK,186.81069504390584
client_300,client_BANK,113.34309148601288
client_23,client_BANK,43.33765348312394
client_BANK,client_60,553.2153944529973
client_BANK,client_39,402.6811513760173
client_BANK,client_60,914.9327098694928
client_417,client_757,403.33063328131
client_BANK,client_13,757.8963715077687
client_BANK,client_94,591.7023493860017
client_17,client_BANK,172.84098422596276
client_88,client_BANK,88.86536140100452
client_31,client_759,358.8040614890647
client_93,client_BANK,286.8378866744039
client_BANK,client_88,710.6193144538513
client_57,client_905,217.33386622767028
client_28,client_BANK,44.924344855139964
client_9,client_160,27.553202296279615
client_97,client_621,418.4948008693867
client_BANK,client_64,588.0854306671745
client_BANK,client_59,803.9786288990881
client_BANK,client_36,225.71508781702545
client_BANK,client_46,382.59855951989846
client_BANK,client_895,785.4068286298354
client_50,client_BANK,148.0482147243097
client_40,client_BANK,375.38535730281995
client_33,client_160,86.68359872417416
client_BANK,client_39,818.6664738167633
client_87,client_853,362.16833348429867
client_71,client_103,63.333029966501435
client_17,client_BANK,469.2664988580668
client_BANK,client_63,558.4933548576757
client_BANK,client_84,187.7670285073841
client_99,client_691,470.6776964846623
client_BANK,client_46,546.8672443371612
client_83,client_947,386.33469795048734
client_98,client_923,307.5316647434403
client_59,client_495,6087.329494486877
client_59,client_495,23222.800946553813
client_BANK,client_43,176.55720603929308
client_BANK,client_22,787.8321440226212
client_87,client_BANK,192.98427992479162
client_875,client_BANK,177.99135359672894
client_BANK,client_7,491.61492848063
client_BANK,client_57,587.6752946846252
client_2,client_BANK,145.16783938018594
client_66,client_401,296.58984375268886
client_75,client_546,6849.6218665738625
client_75,client_546,44445.17241641732
client_39,client_BANK,182.50720689376746
client_53,client_101,332.5262744518096
client_BANK,client_78,394.52255991382066
client_49,client_BANK,73.38331885581238
client_BANK,client_66,453.8260302082921
client_31,client_430,158.2034746184367
client_BANK,client_938,659.0422208864932
client_205,client_819,302.96367317685775
client_BANK,client_71,903.8103914480105
client_BANK,client_24,787.5693018218058
client_BANK,client_67,359.80579079382215
client_BANK,client_59,685.8881136590546
client_92,client_155,200.8190739251294
client_97,client_612,132.4450030930315
client_100,client_308,7950.647151230935
client_100,client_308,44223.27287539008
client_BANK,client_23,593.0850934027794
client_270,client_BANK,192.2918078958833
client_85,client_BANK,80.04853264253288
client_BANK,client_980,18.977980078036865
client_BANK,client_5,647.6506060944761
client_47,client_27,228.10621868062995
client_64,client_953,197.29434596841773
client_97,client_994,393.7406877361943
client_80,client_42,63.80967192898823
client_27,client_BANK,53.050223654022005
client_42,client_879,161.8418411922339
client_BANK,client_96,952.5608988789891
client_67,client_384,466.20225567574533
client_75,client_933,83.65018761702939
client_BANK,client_525,688.4056576769509
client_26,client_487,335.4545664768976
client_52,client_367,326.58299762933416
client_BANK,client_45,505.7835805033118
client_BANK,client_14,371.1976712627793
client_14,client_272,158.12182727787936
client_5,client_248,444.15557562516784
client_71,client_650,2185.948633677336
client_71,client_650,28684.079440489462
client_962,client_583,211.69893392171426
client_16,client_BANK,67.02961265796
client_714,client_140,120.58649037596481
client_BANK,client_31,753.6896949385111
client_28,client_447,7849.675244497015
client_28,client_447,1882.0450215342278
client_BANK,client_81,62.78770891408732
client_42,client_BANK,166.3472982301365
client_85,client_892,21.32856494322565
client_37,client_623,435.1238710607469
client_BANK,client_68,120.89198186570468
client_46,client_600,6449.577324086607
client_46,client_600,29720.081118591468
client_58,client_BANK,182.68551586022784
client_377,client_671,177.20664922393385
client_BANK,client_96,417.48858212246756
client_BANK,client_276,42.927328185518036
client_BANK,client_39,490.98254229497456
client_BANK,client_6,73.16311590020288
client_91,client_BANK,122.03008743387974
client_BANK,client_80,587.8171905490951
client_BANK,client_99,110.23187687123789
client_BANK,client_44,853.1891208316632
client_97,client_133,125.16536073826111
client_8,client_983,445.59252763647436
client_28,client_BANK,168.57120948894237
client_74,client_453,357.45179384115073
client_261,client_593,9056.512351460853
client_261,client_593,12926.488297718259
client_BANK,client_30,693.7870267639412
client_36,client_791,309.1267696084065
client_BANK,client_26,846.9548380968312
client_72,client_BANK,31.113136498166167
client_BANK,client_8,768.8226591721029
client_38,client_418,7225.945098365761
client_38,client_418,42124.83011816152
client_BANK,client_56,346.18692429137974
client_69,client_164,37.34316369537514
client_BANK,client_554,682.4489834182202
client_35,client_540,461.2866845873632
client_BANK,client_11,268.75592591316615
client_BANK,client_56,621.539898686984
client_BANK,client_62,547.8877575377315
client_60,client_BANK,137.65044837870568
client_25,client_163,38.02297851493953
client_BANK,client_91,863.3079357376105
client_25,client_BANK,81.47310551118458
client_339,client_BANK,72.56907287588459
client_53,client_860,181.10159532214226
client_72,client_71,414.3755270872151
client_924,client_BANK,197.59869260899922
client_BANK,client_30,578.5861774685243
client_BANK,client_851,935.1799052396717
client_BANK,client_90,702.1087819446393
client_42,client_244,17.539686988787235
client_595,client_92,116.39106852197983
client_36,client_27,1215.7099252146857
client_36,client_27,49851.709656357496
client_40,client_169,158.9355870668683
client_58,client_287,94.5722246609974
client_80,client_BANK,25.697972590306883
client_99,client_BANK,388.44880094243905
client_53,client_BANK,13.679513596577422
client_34,client_817,285.8334079857934
client_56,client_979,60.86628328257539
client_11,client_BANK,30.96172269244953
client_BANK,client_86,751.8296930468663
client_18,client_98,2798.879065202226
client_18,client_98,21474.30144958079
client_BANK,client_17,607.6659443110894
client_BANK,client_44,742.6827266621677
client_4,client_BANK,130.570505536816
client_45,client_BANK,168.7714146049122
client_30,client_482,225.41474352132352
client_74,client_30,148.05124795368735
client_BANK,client_8,106.82394933887977
client_81,client_700,7405.845518769213
client_81,client_700,45153.30242837059
client_BANK,client_46,323.2841641265182
client_BANK,client_38,974.407482274715
client_347,client_881,199.23294199694396
client_BANK,client_646,408.2226523987996
client_57,client_247,67.48481456475125
client_29,client_BANK,94.65643149700065
client_BANK,client_92,526.7454083812972
client_27,client_8,379.40456211504704
client_BANK,client_65,998.8591269486021
client_37,client_BANK,116.27517268518375
client_12,client_236,243.66654392496633
client_BANK,client_42,968.0384342430154
client_98,client_BANK,483.81134707362867
client_26,client_280,7819.402693323237
client_26,client_280,4356.921132018979
client_BANK,client_3,432.61602291840586
client_17,client_610,8822.71675804251
client_17,client_610,34147.95550607995
client_1,client_667,3687.266992936655
client_1,client_667,9888.245931601761
client_BANK,client_55,806.2797630696598
client_BANK,client_80,843.4976007200197
client_14,client_BANK,114.87337543386872
client_45,client_165,195.8344158725113
client_BANK,client_43,561.8567645753939
client_BANK,client_30,837.3057764257666
client_528,client_778,230.92557505479778
client_BANK,client_32,382.09438365266095
client_BANK,client_12,795.6935034721266
client_2,client_646,9080.6044413389
client_2,client_646,45220.53711513078
client_BANK,client_45,677.489889736946
client_BANK,client_96,697.6485895217954
client_91,client_33,225.81315069801485
client_45,client_817,343.982933178055
client_7,client_289,419.72541997377067
client_BANK,client_45,546.6352649928708
client_44,client_248,151.8319958993828
client_BANK,client_41,864.8985612577835
client_41,client_BANK,172.4935008351856
client_54,client_361,433.2226392374325
client_80,client_130,5604.189165141369
client_80,client_130,38900.64100505323
client_BANK,client_11,438.3701923133344
client_BANK,client_91,620.5676103511345
client_BANK,client_84,104.42857441671812
client_97,client_696,496.64798855163707
client_22,client_BANK,310.46918224084646
client_BANK,client_18,206.4812161474971
client_4,client_957,446.07304985602195
client_62,client_BANK,477.1913967078393
client_BANK,client_36,866.2850147618445
client_BANK,client_31,283.1438658012149
client_19,client_580,370.3709252141153
client_31,client_BANK,25.51882471171303
client_BANK,client_40,656.5849081599708
client_BANK,client_52,776.8518204099078
client_46,client_775,315.05331981474757
client_59,client_BANK,223.56010003337195
client_26,client_BANK,126.70531769597623
client_BANK,client_92,569.0815265573751
client_25,client_746,5032.257830550345
client_25,client_746,41520.19539410016
client_BANK,client_98,731.863109378347
client_77,client_234,111.1070063893563
client_BANK,client_12,699.5814363085221
client_BANK,client_26,589.6351076176477
client_BANK,client_31,613.1686533264304
client_BANK,client_18,371.893887660914
client_83,client_530,69.29583701681668
client_BANK,client_34,271.2314512913839
client_611,client_BANK,102.63680007657584
client_BANK,client_94,682.4121214957925
client_BANK,client_72,476.0010615168004
client_BANK,client_14,891.3215822085357
client_BANK,client_47,805.4602709951691
client_13,client_805,143.97738116975313
client_80,client_BANK,85.02433340501385
client_41,client_BANK,438.27589724616917
client_12,client_451,80.09980559541587
client_64,client_BANK,263.2663153554288
client_38,client_707,7225.945098365761
client_38,client_707,42124.83011816152
client_559,client_BANK,154.31212077968735
client_BANK,client_44,945.4919001754143
client_BANK,client_41,347.88758994616535
client_16,client_613,459.5216418977255
client_78,client_BANK,385.4028563430104
client_BANK,client_72,693.4540366337741
client_95,client_BANK,43.589033703584796
client_13,client_317,321.9948522497722
client_1,client_814,3687.266992936655
client_1,client_814,9888.245931601761
client_2,client_606,398.95332389548884
client_230,client_831,4384.936803147675
client_230,client_831,36653.043103264135
client_BANK,client_53,552.9361936529269
client_BANK,client_47,686.9516641475966
client_BANK,client_5,622.748367056638
client_65,client_227,360.954620538257
client_64,client_766,366.6870839364135
client_BANK,client_55,71.63867979866362
client_BANK,client_27,741.731889663874
client_BANK,client_35,467.7626678364139
client_752,client_322,271.2016716666588
client_BANK,client_14,944.9858813964173
client_35,client_335,80.12505274193968
client_BANK,client_23,592.1537937606652
client_BANK,client_1,142.94866863256982
client_BANK,client_96,143.03762389472615
client_25,client_153,140.85622038458
client_476,client_BANK,153.11516291516836
client_96,client_BANK,109.82538249310102
client_BANK,client_69,785.6607902510018
client_79,client_109,466.3105027872095
client_60,client_896,220.27245515502284
client_87,client_402,345.03484886462667
client_BANK,client_257,870.8180409947724
client_BANK,client_29,883.5981820238596
client_51,client_150,451.3214079626332
client_BANK,client_87,730.6740805198596
client_BANK,client_61,310.5568156222225
client_16,client_959,314.4777721907223
client_BANK,client_89,241.4057679068211
client_15,client_BANK,199.29520267823168
client_11,client_517,127.75320311750369
client_BANK,client_45,135.78227725353815
client_65,client_BANK,78.80665949848913
client_BANK,client_25,116.09044794595518
client_15,client_BANK,96.42939076460215
client_75,client_666,166.47240716402408
client_87,client_931,153.8011518208576
client_75,client_348,475.2262913431248
client_50,client_511,118.39976141105333
client_BANK,client_13,831.7686050817856
client_63,client_530,258.7091739909953
client_47,client_535,12.129485183375133
client_30,client_565,6431.505578818717
client_30,client_565,34085.123409823515
client_487,client_510,428.33087831821035
client_BANK,client_8,553.9970674296833
client_BANK,client_49,611.282774802369
client_BANK,client_7,220.08545770024148
client_BANK,client_61,544.5343876684805
client_13,client_BANK,139.38786733499194
client_BANK,client_944,272.328976794351
client_BANK,client_23,970.0981000011939
client_BANK,client_609,803.4833541255457
client_48,client_BANK,137.3020085761183
client_95,client_141,347.97938723253833
client_BANK,client_359,864.5946805420517
client_BANK,client_92,104.09669821526882
client_67,client_75,190.44338120574565
client_BANK,client_497,644.4195867579449
client_BANK,client_90,717.9186391020254
client_BANK,client_58,19.030383126380798
client_BANK,client_50,779.9092127620941
client_40,client_BANK,241.77958427249808
client_BANK,client_148,11.805645127060997
client_BANK,client_82,90.74158808882672
client_BANK,client_62,641.1253018995678
client_BANK,client_43,227.9586827552881
client_BANK,client_18,990.7706901243836
client_96,client_172,3698.3568886883686
client_96,client_172,44554.52985453152
client_6,client_64,297.7536476882006
client_23,client_260,322.6684159668293
client_900,client_241,47.31032574513432
client_BANK,client_68,632.9300484805481
client_79,client_911,340.5161378697055
client_56,client_BANK,146.9145802081973
client_16,client_BANK,66.1838770012541
client_BANK,client_89,190.58113779126708
client_BANK,client_46,922.1188989987427
client_BANK,client_47,540.9705822592064
client_19,client_BANK,195.06890413030837
client_187,client_BANK,493.36047849649356
client_BANK,client_63,75.75772061298953
client_10,client_644,247.66450457506647
client_91,client_BANK,90.8627869106137
client_531,client_739,189.23152441962833
client_45,client_BANK,115.52430308030841
client_62,client_BANK,58.00003857068141
client_50,client_BANK,134.27542970398167
client_BANK,client_92,845.4548458571087
client_50,client_671,324.8649725158782
client_33,client_595,85.75285371138992
client_181,client_BANK,196.31945857545566
client_89,client_613,276.3046757427422
client_998,client_901,454.7808872936951
client_51,client_581,312.200811107202
client_71,client_285,2185.948633677336
client_71,client_285,28684.079440489462
client_BANK,client_75,543.7749179602378
client_BANK,client_3,167.42481095045326
client_288,client_429,453.4488799203924
client_BANK,client_27,340.02347278231207
client_73,client_BANK,83.55198853023222
client_44,client_BANK,119.02862011042633
client_BANK,client_808,98.07479656583375
client_BANK,client_57,200.79229471827742
client_BANK,client_38,238.13500213626975
client_BANK,client_53,499.04555800969865
client_26,client_952,75.78194617767689
client_92,client_BANK,451.98937604497826
client_BANK,client_20,462.659828688708
client_25,client_674,481.3286630256968
client_78,client_BANK,142.02033748111143
client_BANK,client_64,714.5704947101349
client_31,client_823,4654.226852724762
client_31,client_823,11623.537980454706
client_BANK,client_47,109.34561015427343
client_BANK,client_20,616.5150706095831
client_4,client_136,201.11911338897883
client_BANK,client_14,438.1376780719584
client_87,client_27,11.084998738169496
client_BANK,client_88,316.532179923223
client_BANK,client_67,687.9048995281433
client_16,client_BANK,166.07878127993757
client_21,client_942,366.1812665107663
client_BANK,client_208,765.091563401189
client_BANK,client_333,853.2959714600223
client_1,client_201,249.67145428107278
client_BANK,client_23,161.56498723918787
client_56,client_BANK,29.011612631439597
client_898,client_353,128.28812180986557
client_90,client_245,147.75541991851688
client_BANK,client_21,612.8708236004434
client_84,client_54,2112.0300740909024
client_84,client_54,3386.2776307818995
client_89,client_BANK,13.844617866380574
client_BANK,client_54,72.10428564058155
client_61,client_BANK,483.52948684762043
client_BANK,client_111,850.9137713596976
client_50,client_848,141.9064432937738
client_51,client_983,155.9237121591153
client_80,client_BANK,65.56385071463598
client_64,client_BANK,152.7244765962846
client_BANK,client_89,637.693438950596
client_BANK,client_67,160.30417796172335
client_BANK,client_62,349.6280607916997
client_86,client_882,63.71712522412292
client_BANK,client_1,941.066752474407
client_8,client_490,58.58783494881842
client_9,client_615,490.28975049584267
client_49,client_13,135.2121098610551
client_32,client_149,374.6708131615351
client_BANK,client_53,319.67400828630076
client_BANK,client_71,970.9245894914085
client_43,client_993,373.5044811174588
client_48,client_105,355.80674030426025
client_BANK,client_23,495.22092907692763
client_BANK,client_20,896.1251437093892
client_61,client_374,324.9204484258554
client_BANK,client_41,410.364719953439
client_65,client_775,63.77307886596302
client_BANK,client_65,247.34912041989583
client_78,client_948,352.34093311228975
client_93,client_897,277.80723791197823
client_29,client_BANK,175.33777689458321
client_33,client_219,76.40073106994359
client_56,client_211,51.413240563234304
client_BANK,client_32,45.928367209151475
client_76,client_BANK,190.47720503919703
client_96,client_BANK,286.2952905829519
client_BANK,client_55,646.2845381065188
client_9,client_BANK,60.25377351556798
client_41,client_68,46.358838870332484
client_29,client_BANK,85.41899260887499
client_29,client_BANK,23.188875871178155
client_22,client_BANK,13.414229545046155
client_BANK,client_85,853.6616582093029
client_42,client_95,330.31082483842965
client_52,client_BANK,158.86467025609187
client_BANK,client_36,567.8388469754859
client_45,client_800,368.84207855276253
client_21,client_BANK,45.53781651830334
client_BANK,client_52,161.64063400387897
client_BANK,client_31,740.5460820070545
client_BANK,client_66,78.83797026578434
client_1,client_717,3687.266992936655
client_1,client_717,9888.245931601761
client_BANK,client_2,426.8718621870985
client_BANK,client_73,930.6059845447144
client_BANK,client_31,612.1646307491509
client_BANK,client_43,178.17059623471337
client_BANK,client_97,716.2267787687013
client_BANK,client_69,802.9136062121739
client_BANK,client_8,286.19136236276745
client_100,client_568,236.6315833806485
client_949,client_500,450.6180061176104
client_BANK,client_727,229.22556881354478
client_BANK,client_56,824.4715245419177
client_310,client_69,321.2814268700116
client_66,client_241,5330.017497490774
client_66,client_241,38985.33293309518
client_100,client_BANK,22.656954753175288
client_45,client_BANK,45.02542214405176
client_BANK,client_53,543.7978172186789
client_BANK,client_19,761.5988169305168
client_BANK,client_30,775.5141606943447
client_80,client_940,356.4627014766482
client_78,client_139,138.0011641685209
client_BANK,client_54,202.63608963761396
client_BANK,client_83,711.7479752552924
client_BANK,client_36,253.82573090686023
client_BANK,client_48,343.75223568079684
client_BANK,client_3,493.2863035282761
client_BANK,client_2,159.18478507433713
client_5,client_BANK,24.334453595166504
client_28,client_547,116.3233377300103
client_BANK,client_72,146.26290115680183
client_BANK,client_69,30.14593390839046
client_53,client_839,167.01844178090053
client_40,client_BANK,114.56091569657525
client_94,client_419,339.3153074640355
client_BANK,client_26,900.0431988413607
client_66,client_744,326.9194726769338
client_58,client_BANK,114.43950821255238
client_69,client_104,317.9579986733725
client_BANK,client_19,315.68824843921647
client_77,client_242,273.0517671442643
client_BANK,client_97,273.7985366912705
client_89,client_BANK,12.841795000606972
client_BANK,client_85,460.8738042750334
client_6,client_828,355.152909556891
client_90,client_658,456.9888477286495
client_28,client_BANK,160.52403367560146
client_66,client_259,80.35143612561657
client_BANK,client_24,533.7368075046734
client_49,client_958,104.9568961074671
client_BANK,client_86,932.220227117803
client_BANK,client_84,803.5730203053988
client_BANK,client_10,443.52171595715714
client_95,client_610,312.0020246624505
client_BANK,client_79,868.0105938609172
client_9,client_BANK,191.0280644913418
client_77,client_BANK,130.25154953405632
client_59,client_862,413.9002059169582
client_6,client_549,220.53863095183877
client_236,client_970,150.7207878266991
client_602,client_319,275.57396997172026
client_29,client_73,351.76404430128116
client_57,client_BANK,303.6541478440857
client_32,client_31,375.45727191584297
client_BANK,client_20,309.99628465609584
client_68,client_820,438.8538734261194
client_BANK,client_45,970.7795224648921
client_15,client_779,412.22425277558386
client_827,client_381,66.34951410855376
client_553,client_BANK,23.129744939171168
client_BANK,client_40,924.824613946007
client_85,client_BANK,95.42009192096589
client_98,client_BANK,159.42751782359346
client_BANK,client_96,539.8721093620923
client_BANK,client_88,129.42571677536745
client_12,client_BANK,21.281440265887525
client_47,client_445,216.77738757562983
client_BANK,client_23,419.40048074770624
client_BANK,client_54,58.12783686880584
client_BANK,client_10,109.51342187879364
client_88,client_BANK,13.615128065489209
client_BANK,client_67,850.4320728881071
client_96,client_238,235.15321346616753
client_65,client_85,357.24226385985986
client_BANK,client_59,191.6543501443673
client_16,client_BANK,127.90835569645759
client_BANK,client_58,435.5982955481893
client_76,client_BANK,43.6431304483584
client_BANK,client_97,925.8898440141397
client_BANK,client_34,431.163680949204
client_27,client_BANK,139.86741668485726
client_48,client_404,41.579229228022335
client_BANK,client_947,727.4042769910311
client_31,client_20,389.47677418312804
client_56,client_104,119.26303232485417
client_BANK,client_88,486.0247779088348
client_BANK,client_43,580.0808146961803
client_18,client_348,62.79594671404004
client_95,client_586,39.450769858523344
client_35,client_805,328.08343739212523
client_99,client_369,4078.286389962093
client_99,client_369,25573.979702139568
client_93,client_598,196.54299082337826
client_64,client_BANK,192.37110954707742
client_BANK,client_13,954.845554636478
client_77,client_42,344.3474427676623
client_859,client_BANK,168.75037374707432
client_BANK,client_24,151.23487087993226
client_50,client_381,389.3838956631243
client_83,client_997,356.99413505951253
client_19,client_BANK,196.67341868041532
client_9,client_BANK,302.1938607964896
client_34,client_BANK,22.15844254860415
client_538,client_165,312.11668664405704
client_140,client_BANK,139.8845120853031
client_BANK,client_38,925.3458864005916
client_3,client_633,419.6924595245939
client_72,client_533,211.53634510750425
client_4,client_866,48.8254998738603
client_25,client_BANK,200.7600322865515
client_89,client_512,391.2486814648883
client_70,client_BANK,85.1138794907115
